,entry,exit,profit,draw_down,run_up,draw_down_percent,run_up_percent
77,31.64,32.86,3.855878634639698,30.85,34.59,-2.4968394437420938,9.32364096080911
78,34.21,39.12,14.352528500438467,34.21,39.12,0.0,14.352528500438467
79,43.27,50.82,17.44857869193437,42.75,50.82,-1.2017564132193237,17.44857869193437
80,50.81,45.19,-11.060814800236185,45.19,53.35,-11.060814800236185,4.999015941743745
81,45.16,44.78,-0.8414526129317923,44.6,45.24,-1.2400354295836968,0.1771479185119773
82,45.78,45.34,-0.9611183923110445,45.18,48.99,-1.3106159895150737,7.01179554390563
83,49.13,56.28,14.553226134744545,49.13,56.28,0.0,14.553226134744545
84,56.06,59.1,5.422761327149472,54.97,62.15,-1.944345344274001,10.863360684980371
85,60.17,58.14,-3.3737743061326264,57.55,60.17,-4.354329400033241,0.0
86,60.61,59.62,-1.6333938294010975,59.23,61.38,-2.2768520046197005,1.2704174228675091
87,59.86,60.0,0.23387905111929008,59.86,61.53,0.0,2.7898429669228175
88,60.53,69.25,14.406079629935565,60.28,69.25,-0.41301833801420385,14.406079629935565
89,87.26,86.95,-0.35526014210406354,85.38,96.03,-2.1544808617923517,10.0504240201696
90,82.25,79.76,-3.027355623100303,76.54,83.84,-6.942249240121567,1.9331306990881592
91,80.35,80.21,-0.1742377100186654,79.66,82.86,-0.8587429993777151,3.1238332296204208
92,72.85,72.56,-0.3980782429649832,72.31,73.82,-0.7412491420727418,1.3315030885380885
93,73.83,76.19,3.1965325748340767,72.15,82.3,-2.275497765136114,11.47230123256129
94,75.34,73.91,-1.898062118396615,73.57,75.99,-2.349349615078322,0.8627555083620786
95,75.94,87.3,14.959178298656827,75.53,87.3,-0.53989992099025,14.959178298656827
96,90.74,103.79,14.381750055102493,87.73,103.79,-3.317169936081099,14.381750055102493
97,92.8,90.15,-2.8556034482758563,88.27,96.14,-4.881465517241379,3.5991379310344795
98,92.49,105.86,14.455616823440387,92.49,105.86,0.0,14.455616823440387
99,113.47,111.0,-2.1767868158984793,110.25,115.86,-2.8377544725478043,2.106283599189207
100,108.35,115.22,6.340562990309184,108.35,120.01,0.0,10.761421319796959
101,126.03,129.39,2.6660318971673203,124.85,141.94,-0.9362850115052002,12.623978417837023
102,136.76,133.28,-2.5446036852880938,132.04,137.68,-3.451301550160868,0.6727113190991618
103,138.86,136.65,-1.5915310384560066,133.61,140.07,-3.780786403571945,0.8713812472994187
104,137.45,135.95,-1.0913059294288874,135.06,145.42,-1.7388141142233415,5.798472171698799
105,126.03,116.39,-7.648972466872972,116.39,135.8,-7.648972466872972,7.752122510513382
106,120.05,118.81,-1.0329029571012005,117.3,125.25,-2.290712203248646,4.331528529779272
107,119.67,118.09,-1.3202974847497218,117.84,123.95,-1.5292053146151896,3.576502047296737
108,103.4,99.61,-3.665377176015483,98.76,103.4,-4.487427466150873,0.0
109,89.8,88.27,-1.7037861915367492,88.27,93.0,-1.7037861915367492,3.563474387527843
110,90.64,104.76,15.57811120917918,89.59,104.76,-1.1584289496910816,15.57811120917918
111,95.95,93.27,-2.793121417404909,91.83,97.09,-4.29390307451798,1.1881188118811892
112,95.62,93.9,-1.7987868646726635,90.55,95.72,-5.30223802551768,0.10458063166700615
113,90.45,94.83,4.842454394693196,88.96,99.77,-1.647318960751809,10.304035378662245
114,103.39,92.72,-10.320147016152436,91.89,103.39,-11.122932585356416,0.0
115,90.9,84.85,-6.655665566556667,84.33,91.07,-7.227722772277234,0.18701870187016745
116,76.97,76.46,-0.6625958165519141,76.05,77.77,-1.1952708847603022,1.0393659867480753
117,76.19,74.81,-1.8112613203832506,73.89,78.52,-3.0187688673054214,3.058144113400707
118,74.71,72.56,-2.8777941373310023,72.11,75.56,-3.4801231428188917,1.1377325659215787
119,73.82,72.31,-2.04551612029259,72.31,73.9,-2.04551612029259,0.10837171498241371
120,65.01,66.77,2.7072758037224975,64.38,70.53,-0.9690816797415902,8.491001384402397
121,67.01,69.08,3.089091180420822,66.61,72.57,-0.5969258319653892,8.297269064318735
122,71.0,75.16,5.85915492957747,69.72,79.97,-1.802816901408455,12.633802816901408
123,55.17,53.04,-3.860793909733551,53.04,55.17,-3.860793909733551,0.0
124,56.64,54.33,-4.078389830508478,54.33,56.71,-4.078389830508478,0.12358757062147507
125,55.96,55.57,-0.6969263759828426,55.13,57.33,-1.4832022873481066,2.448177269478191
126,56.36,56.23,-0.23066004258339712,56.13,59.6,-0.40809084457060774,5.748757984386099
127,57.24,56.31,-1.6247379454926603,56.31,57.45,-1.6247379454926603,0.36687631027254586
128,56.64,55.43,-2.136299435028255,54.86,57.15,-3.1426553672316393,0.9004237288135597
129,55.03,54.46,-1.035798655278941,54.37,55.03,-1.1993458113756184,0.0
130,53.41,53.51,0.1872308556450042,52.69,54.01,-1.3480621606440701,1.1233851338700696
131,54.59,52.36,-4.084997252244005,52.36,55.39,-4.084997252244005,1.4654698662758703
132,51.78,59.8,15.488605639242948,51.78,59.8,0.0,15.488605639242948
133,58.15,57.96,-0.32674118658641005,57.43,58.6,-1.2381771281169351,0.7738607050730817
134,60.34,61.38,1.723566456745118,60.21,64.11,-0.21544580709313976,6.247928405701031
135,63.65,61.34,-3.629222309505098,61.06,64.8,-4.069128043990567,1.806755695208162
136,59.38,55.1,-7.207814078814412,55.1,59.75,-7.207814078814412,0.6231054227012311
137,46.55,46.18,-0.7948442534908673,44.89,49.09,-3.56605800214822,5.456498388829223
138,46.2,44.84,-2.9437229437229373,44.84,46.27,-2.9437229437229373,0.15151515151514694
139,45.78,44.4,-3.0144167758846763,44.17,45.95,-3.516819571865437,0.3713411970292846
140,44.18,43.3,-1.9918515165233242,43.02,44.49,-2.625622453598908,0.7016749660479826
141,41.39,39.86,-3.696545059193046,39.86,41.39,-3.696545059193046,0.0
142,39.56,40.28,1.8200202224469164,39.5,42.44,-0.15166835187058192,7.2800808897876435
143,41.47,40.11,-3.279479141548103,40.11,41.47,-3.279479141548103,0.0
144,40.37,42.25,4.6569234580133845,39.86,44.08,-1.2633143423334103,9.189992568739157
145,42.49,44.2,4.0244763473758605,41.99,48.37,-1.1767474699929448,13.838550247116954
146,46.24,52.87,14.338235294117641,45.98,52.87,-0.5622837370242273,14.338235294117641
147,59.18,56.21,-5.018587360594795,55.48,62.85,-6.252112200067595,6.201419398445429
148,57.78,54.67,-5.382485289027339,54.64,59.07,-5.434406368985812,2.2326064382139243
149,54.71,63.45,15.9751416560044,54.29,63.45,-0.7676841528057032,15.9751416560044
150,71.76,73.52,2.4526198439241753,71.3,78.19,-0.6410256410256499,8.960423634336667
151,79.39,76.97,-3.0482428517445537,75.46,83.64,-4.950245622874427,5.353319057815842
152,77.65,68.2,-12.169993560849967,68.2,77.69,-12.169993560849967,0.05151320025755801
153,74.05,73.58,-0.6347062795408531,72.61,79.7,-1.9446320054017474,7.629979743416615
154,61.48,60.47,-1.6428106701366296,60.47,62.14,-1.6428106701366296,1.0735198438516669
155,60.76,58.87,-3.1105990783410142,58.87,63.59,-3.1105990783410142,4.657669519420682
156,34.89,35.32,1.2324448265978782,34.14,38.55,-2.1496130696474602,10.49011177987962
157,34.18,39.72,16.208308952603858,33.11,39.72,-3.1304856641310663,16.208308952603858
158,40.08,38.81,-3.1686626746506907,38.59,40.83,-3.717564870259471,1.8712574850299424
159,40.87,40.04,-2.030829459261063,40.04,40.87,-2.030829459261063,0.0
160,40.01,36.99,-7.548112971757048,36.99,40.06,-7.548112971757048,0.12496875781056183
161,37.95,37.6,-0.9222661396574461,37.6,37.99,-0.9222661396574461,0.1054018445322713
162,39.19,39.34,0.3827507017096332,37.39,39.76,-4.593008420515432,1.454452666496553
163,41.25,47.06,14.0848484848485,39.48,47.06,-4.290909090909101,14.0848484848485
164,43.2,42.2,-2.314814814814814,42.2,43.56,-2.314814814814814,0.8333333333333304
165,40.75,38.27,-6.085889570552139,38.27,40.75,-6.085889570552139,0.0
166,42.52,41.69,-1.952022577610546,41.18,44.15,-3.1514581373471406,3.833490122295369
167,41.92,44.24,5.534351145038174,41.1,45.46,-1.956106870229013,8.444656488549619
168,45.88,47.02,2.484742807323448,45.76,50.65,-0.26155187445511263,10.396687009590222
169,48.96,46.76,-4.493464052287588,45.35,49.79,-7.373366013071891,1.6952614379085018
170,47.03,41.03,-12.75781416117372,41.03,48.8,-12.75781416117372,3.7635551775462295
171,42.18,43.19,2.39449976292081,42.11,44.14,-0.16595542911332917,4.646752015173061
172,44.4,43.65,-1.6891891891891886,43.65,46.13,-1.6891891891891886,3.8963963963964066
173,44.59,44.11,-1.0764745458623048,44.06,44.59,-1.188607311056289,0.0
174,44.05,42.6,-3.291713961407483,42.6,44.5,-3.291713961407483,1.0215664018161208
175,43.5,49.63,14.091954022988507,43.31,49.63,-0.43678160919540243,14.091954022988507
176,45.94,47.12,2.5685676969960713,45.94,47.97,0.0,4.418807139747494
177,47.3,46.46,-1.7758985200845623,46.44,47.86,-1.8181818181818188,1.183932346723049
178,44.71,43.43,-2.8628942071125096,43.33,44.87,-3.0865578170431673,0.35786177588905677
179,43.69,43.31,-0.8697642481116818,43.14,44.7,-1.2588693064774503,2.311741817349522
180,43.38,42.65,-1.6828031350852979,42.34,44.58,-2.3974181650530224,2.7662517289073207
181,43.04,39.94,-7.202602230483279,39.94,43.04,-7.202602230483279,0.0
182,41.27,41.62,0.8480736612551443,40.99,41.92,-0.6784589290041221,1.5749939423309822
183,41.71,41.28,-1.0309278350515427,40.73,41.89,-2.3495564612802777,0.4315511867657662
184,41.5,44.0,6.024096385542177,40.9,45.84,-1.4457831325301207,10.457831325301203
185,44.93,43.43,-3.3385265969285594,43.05,45.38,-4.184286668150461,1.0015579790785711
186,42.48,41.94,-1.2711864406779627,41.76,42.72,-1.6949152542372836,0.5649717514124353
187,43.34,49.43,14.051684356252881,43.28,49.43,-0.13844023996308907,14.051684356252881
188,57.58,58.27,1.1983327544286215,57.08,59.75,-0.8683570684265396,3.7686696769711814
189,58.32,56.55,-3.0349794238683225,56.11,60.59,-3.789437585733879,3.892318244170112
190,58.48,54.34,-7.079343365253066,54.34,58.53,-7.079343365253066,0.08549931600547733
191,56.82,64.9,14.22034494896165,56.05,64.9,-1.3551566349876865,14.22034494896165
192,62.12,57.98,-6.664520283322606,57.3,62.89,-7.75917578879588,1.2395363811976923
193,57.76,57.68,-0.13850415512465242,56.97,63.84,-1.3677285318559496,10.526315789473696
194,47.47,46.9,-1.2007583737097094,46.69,47.7,-1.643143037708028,0.4845165367600712
195,49.1,48.6,-1.0183299389002087,47.44,51.08,-3.3808553971486854,4.032586558044793
196,48.89,48.08,-1.6567805277152847,47.27,48.89,-3.3135610554305583,0.0
197,48.48,48.45,-0.06188118811879528,47.73,48.87,-1.5470297029702929,0.8044554455445496
198,43.53,44.55,2.3432115782219043,43.36,45.02,-0.39053526303699515,3.4229267172065203
199,44.99,45.26,0.6001333629695349,44.99,46.85,0.0,4.134252056012455
200,46.49,44.73,-3.785760378576053,44.06,48.35,-5.226930522693052,4.000860400086048
201,45.69,45.56,-0.2845261545195821,45.34,47.87,-0.7660319544757987,4.7712847450207985
202,47.25,50.15,6.137566137566131,46.72,51.44,-1.1216931216931236,8.867724867724869
203,47.13,54.4,15.425419053681289,46.61,54.4,-1.1033312115425464,15.425419053681289
204,58.31,55.6,-4.647573315040299,54.88,58.31,-5.882352941176472,0.0
205,55.33,53.9,-2.5844930417495027,53.51,56.54,-3.28935478040846,2.1868787276341894
206,55.53,64.11,15.451107509454353,55.11,64.11,-0.756347920043221,15.451107509454353
207,58.78,62.43,6.2095951003742655,58.18,66.06,-1.0207553589656415,12.385165022116373
208,65.91,75.52,14.580488544985592,65.91,75.52,0.0,14.580488544985592
