,entry,exit,profit,draw_down,run_up,draw_down_percent,run_up_percent
74,117.9,114.9,-2.5445292620865145,114.9,118.55,-2.5445292620865145,0.5513146734520635
75,115.85,115.85,0.0,115.85,116.55,0.0,0.6042296072507503
76,107.2,104.0,-2.985074626865669,104.0,109.6,-2.985074626865669,2.238805970149249
77,107.45,105.85,-1.4890646812470987,105.85,107.45,-1.4890646812470987,0.0
78,107.05,106.4,-0.6071929005137755,106.4,107.05,-0.6071929005137755,0.0
79,106.5,105.9,-0.5633802816901401,104.7,109.35,-1.6901408450704203,2.6760563380281654
80,103.55,102.5,-1.014002897151134,102.5,103.55,-1.014002897151134,0.0
81,103.7,103.8,0.0964320154291265,103.3,104.65,-0.3857280617164949,0.9161041465766573
82,106.9,121.0,13.189897100093528,106.4,124.3,-0.4677268475210439,16.276894293732447
83,121.6,145.85,19.94243421052633,121.2,148.75,-0.3289473684210509,22.32730263157896
84,143.35,145.55,1.5347052668294614,142.55,146.9,-0.5580746424834193,2.4764562260202405
85,147.1,140.1,-4.758667573079533,140.1,165.55,-4.758667573079533,12.542488103331074
86,137.4,137.1,-0.21834061135371785,136.25,138.95,-0.8369723435225684,1.1280931586608256
87,136.85,136.7,-0.1096090610157141,136.7,139.1,-0.1096090610157141,1.6441359152356672
88,135.0,136.0,0.7407407407407307,134.9,137.1,-0.07407407407407085,1.5555555555555545
89,128.1,134.7,5.152224824355978,127.15,136.6,-0.7416081186572887,6.635441061670577
90,135.05,136.25,0.8885597926693745,135.05,139.2,0.0,3.072935949648259
91,137.7,135.5,-1.5976761074800172,135.5,137.7,-1.5976761074800172,0.0
92,136.65,136.1,-0.40248810830589843,136.1,137.4,-0.40248810830589843,0.5488474204171201
93,134.35,134.7,0.2605135839225836,133.8,134.7,-0.409378489021206,0.2605135839225836
94,133.5,132.6,-0.6741573033707926,132.6,133.8,-0.6741573033707926,0.22471910112360494
95,132.6,137.55,3.7330316742081537,132.4,142.55,-0.15082956259425684,7.5037707390648745
96,139.0,133.35,-4.06474820143885,133.35,139.05,-4.06474820143885,0.03597122302159139
97,134.4,135.55,0.8556547619047672,134.35,135.55,-0.0372023809523947,0.8556547619047672
98,136.6,135.9,-0.5124450951683679,135.9,136.6,-0.5124450951683679,0.0
99,137.2,136.7,-0.36443148688046767,136.7,137.6,-0.36443148688046767,0.291545189504383
100,136.7,135.5,-0.8778346744696353,134.65,136.7,-1.499634235552294,0.0
101,134.8,142.05,5.378338278931749,134.8,145.0,0.0,7.566765578635004
102,141.55,159.25,12.5044154009184,141.55,179.2,0.0,26.598375132462017
103,164.05,162.8,-0.7619628162145675,162.55,167.8,-0.9143553794574877,2.2858884486437026
104,163.2,180.55,10.631127450980404,163.2,185.55,0.0,13.694852941176494
105,171.85,170.25,-0.9310445155658931,169.65,171.85,-1.2801862089031113,0.0
106,165.0,159.95,-3.0606060606060637,159.95,169.05,-3.0606060606060637,2.454545454545465
107,161.05,162.05,0.6209251785159964,160.1,163.7,-0.5898789195902032,1.6454517230673593
108,166.65,166.2,-0.27002700270027935,165.4,167.75,-0.7500750075007501,0.6600660066006458
109,165.95,168.55,1.5667369689665644,165.2,176.15,-0.45194335643266026,6.146429647484197
110,168.9,168.7,-0.1184132622853884,168.45,169.35,-0.2664298401421017,0.2664298401420906
111,172.35,170.8,-0.8993327531186424,170.8,172.35,-0.8993327531186424,0.0
112,174.1,168.2,-3.388856978747845,168.2,177.0,-3.388856978747845,1.6657093624353747
113,154.8,156.0,0.7751937984496138,154.8,157.7,0.0,1.8733850129198926
114,154.35,150.55,-2.4619371558146974,150.55,154.9,-2.4619371558146974,0.3563330093942385
115,151.6,152.85,0.8245382585752026,151.5,154.2,-0.06596306068601399,1.715039577836408
116,155.05,156.35,0.8384392131570273,154.05,157.65,-0.6449532408900338,1.676878426314099
117,159.9,162.0,1.31332082551594,156.85,169.3,-1.907442151344596,5.878674171357101
118,163.0,167.5,2.7607361963190247,162.4,179.25,-0.36809815950920033,9.969325153374232
119,174.65,172.55,-1.2024048096192397,172.55,175.45,-1.2024048096192397,0.45805897509303417
120,173.3,229.95,32.68897864974032,171.2,229.95,-1.2117714945181879,32.68897864974032
121,248.05,251.65,1.4513202983269524,245.75,259.45,-0.9272324128200005,4.595847611368664
122,256.95,250.35,-2.5685931115002947,250.35,264.1,-2.5685931115002947,2.782642537458657
123,259.95,255.75,-1.6156953260242357,255.75,263.5,-1.6156953260242357,1.3656472398538178
124,259.1,251.25,-3.0297182554998137,251.25,259.1,-3.0297182554998137,0.0
125,249.6,252.5,1.1618589743589869,247.95,256.4,-0.6610576923076983,2.7243589743589647
126,251.85,242.7,-3.6331149493746273,242.7,287.55,-3.6331149493746273,14.17510422870758
127,256.6,247.7,-3.468433359314116,247.7,257.6,-3.468433359314116,0.3897116134060852
128,266.95,267.45,0.18730099269526068,266.55,275.05,-0.14984079415619744,3.0342760816632453
129,266.1,258.0,-3.0439684329199634,258.0,273.05,-3.0439684329199634,2.6118000751597092
130,238.3,242.2,1.6365925304238305,238.3,253.5,0.0,6.378514477549313
131,240.8,245.25,1.8480066445182741,240.8,247.6,0.0,2.8239202657807327
132,240.25,266.6,10.967741935483888,239.5,279.05,-0.3121748178980255,16.149843912591066
133,269.5,267.5,-0.7421150278293154,267.5,269.5,-0.7421150278293154,0.0
134,270.9,268.5,-0.8859357696566872,268.5,270.9,-0.8859357696566872,0.0
135,269.4,310.7,15.330363771343736,268.45,318.45,-0.35263548626577323,18.207126948775066
136,308.95,296.0,-4.191616766467066,296.0,363.55,-4.191616766467066,17.672762582942237
137,312.55,301.85,-3.4234522476403684,301.85,322.8,-3.4234522476403684,3.2794752839545582
138,296.15,295.05,-0.37143339523888486,293.35,299.15,-0.9454668242444564,1.0130001688333667
139,292.1,283.15,-3.0640191715166187,283.15,302.5,-3.0640191715166187,3.5604245121533706
140,285.5,290.9,1.891418563922942,283.6,294.9,-0.6654991243432495,3.2924693520139936
141,297.65,293.4,-1.4278515034436445,293.4,297.65,-1.4278515034436445,0.0
142,288.05,293.75,1.9788231209859397,287.7,317.95,-0.12150668286756705,10.380142336399922
143,277.8,274.5,-1.1879049676025932,274.5,277.8,-1.1879049676025932,0.0
144,210.05,212.05,0.952154248988335,210.05,217.1,0.0,3.356343727683875
145,220.6,214.2,-2.901178603807797,214.2,220.6,-2.901178603807797,0.0
146,224.8,218.35,-2.869217081850539,218.35,229.05,-2.869217081850539,1.8905693950177938
147,217.75,212.7,-2.3191733639494894,212.7,218.15,-2.3191733639494894,0.18369690011481588
148,211.5,209.25,-1.0638297872340385,209.25,216.25,-1.0638297872340385,2.245862884160754
149,219.15,208.35,-4.928131416837789,208.35,224.7,-4.928131416837789,2.532511978097185
150,207.0,224.7,8.550724637681162,207.0,237.75,0.0,14.855072463768115
151,209.9,209.7,-0.0952834683182524,209.65,211.75,-0.11910433539781273,0.8813720819437876
152,213.1,213.65,0.25809479117786527,212.6,216.35,-0.2346316283434957,1.5251055842327554
153,214.5,208.95,-2.5874125874125964,208.95,214.5,-2.5874125874125964,0.0
154,188.3,186.5,-0.9559214020180673,186.5,188.45,-0.9559214020180673,0.07966011683482321
155,182.6,184.9,1.2595837897042772,182.6,186.65,0.0,2.2179627601314422
156,190.25,187.5,-1.4454664914586024,187.5,203.0,-1.4454664914586024,6.701708278580809
157,188.45,190.45,1.0612894667020534,188.1,194.05,-0.18572565667285268,2.9716105067657317
158,194.15,188.65,-2.832861189801694,188.65,196.15,-2.832861189801694,1.0301313417460767
159,192.05,190.25,-0.9372559229367416,190.25,193.6,-0.9372559229367416,0.8070814891955047
160,186.45,186.65,0.10726736390453961,185.1,186.65,-0.7240547063555924,0.10726736390453961
161,174.0,169.5,-2.5862068965517238,169.5,174.0,-2.5862068965517238,0.0
162,174.1,176.0,1.0913268236645735,173.6,178.5,-0.28719126938541173,2.52728317059161
163,172.5,177.4,2.8405797101449304,171.25,184.5,-0.7246376811594235,6.956521739130439
164,180.35,180.45,0.055447740504566134,179.1,182.25,-0.6930967563071766,1.053507069586912
165,179.55,210.6,17.29323308270676,178.3,222.75,-0.6961849067112169,24.06015037593985
166,169.9,165.5,-2.589758681577403,165.5,175.6,-2.589758681577403,3.354914655679808
167,173.05,178.2,2.9760184917653643,172.4,184.1,-0.37561398439757143,6.3854377347587254
168,178.6,176.35,-1.259798432250836,176.35,178.6,-1.259798432250836,0.0
169,177.05,172.0,-2.85230160971478,172.0,177.05,-2.85230160971478,0.0
170,173.85,181.5,4.400345125107852,173.85,196.45,0.0,12.999712395743446
171,183.5,183.65,0.08174386920980492,183.4,184.85,-0.054495912806540314,0.7356948228882887
172,183.2,178.45,-2.592794759825323,178.45,187.45,-2.592794759825323,2.3198689956331897
173,176.25,176.9,0.3687943262411286,175.75,178.55,-0.28368794326241176,1.304964539007103
174,173.45,174.7,0.7206687806284195,173.4,176.1,-0.028826751225130565,1.527817814932253
175,174.4,171.5,-1.662844036697253,171.2,177.4,-1.8348623853211121,1.7201834862385246
176,162.95,179.5,10.156489720773255,162.1,196.5,-0.5216324025774766,20.589137772322808
177,183.5,182.95,-0.2997275204359773,182.95,184.65,-0.2997275204359773,0.6267029972752081
178,184.7,183.55,-0.622631293990239,183.55,184.7,-0.622631293990239,0.0
179,185.55,180.8,-2.559956884936676,180.8,185.55,-2.559956884936676,0.0
180,183.2,185.7,1.3646288209606894,183.05,188.2,-0.08187772925762893,2.729257641921401
181,186.85,186.9,0.026759432700029784,183.9,193.8,-1.5788065293015685,3.719561145303718
182,188.35,186.15,-1.1680382267055922,184.15,190.85,-2.2298911600743265,1.3273161667109123
183,187.65,186.5,-0.6128430588862255,186.5,187.7,-0.6128430588862255,0.02664535038634508
184,188.9,187.25,-0.8734780307040779,187.25,188.9,-0.8734780307040779,0.0
185,187.3,184.05,-1.735184196476236,183.05,187.4,-2.269087026161243,0.05339028296849069
186,182.1,182.05,-0.02745744096649405,181.3,182.85,-0.43931905546402694,0.4118616144975329
187,183.45,182.4,-0.5723630417007297,182.4,183.45,-0.5723630417007297,0.0
188,183.65,177.2,-3.512115436972507,177.2,185.9,-3.512115436972507,1.2251565477811033
189,178.05,176.7,-0.7582139848357317,176.7,178.45,-0.7582139848357317,0.22465599550687276
190,153.05,151.8,-0.8167265599477336,151.8,153.7,-0.8167265599477336,0.4246978111728028
191,144.1,146.2,1.4573213046495503,142.8,149.85,-0.9021512838306656,3.990284524635679
192,146.8,142.4,-2.997275204359673,142.4,148.55,-2.997275204359673,1.1920980926430458
193,151.2,149.7,-0.9920634920634885,149.65,151.25,-1.0251322751322678,0.03306878306879035
194,150.85,146.15,-3.115677825654617,146.15,150.85,-3.115677825654617,0.0
195,148.6,147.2,-0.9421265141319024,147.2,148.6,-0.9421265141319024,0.0
196,146.95,146.8,-0.10207553589655083,146.3,151.8,-0.44232732221842763,3.3004423273222283
197,144.1,143.15,-0.6592643997224035,143.15,144.1,-0.6592643997224035,0.0
198,145.1,144.65,-0.3101309441764233,144.65,145.65,-0.3101309441764233,0.3790489317712087
199,144.75,140.1,-3.2124352331606265,140.1,145.05,-3.2124352331606265,0.2072538860103723
200,143.35,142.25,-0.7673526334147196,142.25,143.4,-0.7673526334147196,0.03487966515522967
201,128.3,128.1,-0.1558846453624474,126.8,134.65,-1.1691348402182444,4.949337490257211
202,126.45,126.9,0.3558718861210064,125.95,128.55,-0.3954132068011096,1.660735468564667
203,127.0,126.75,-0.19685039370078705,126.75,134.25,-0.19685039370078705,5.7086614173228245
204,128.1,128.35,0.1951600312255941,126.85,128.95,-0.9758001561280261,0.6635441061670466
205,126.7,126.8,0.0789265982636067,126.7,131.35,0.0,3.6700868192580893
206,124.5,128.0,2.8112449799196693,124.5,135.95,0.0,9.196787148594376
207,131.5,131.5,0.0,130.45,132.7,-0.798479087452475,0.9125475285171047
208,129.2,132.4,2.4767801857585203,128.75,134.05,-0.34829721362228394,3.7538699690402577
209,133.1,139.4,4.733283245679942,132.7,147.7,-0.3005259203606392,10.969196093163024
210,139.6,143.4,2.7220630372492893,138.75,145.2,-0.6088825214899618,4.011461318051568
211,143.0,143.65,0.454545454545463,142.2,147.45,-0.5594405594405716,3.1118881118880948
212,145.6,164.6,13.049450549450547,145.6,177.7,0.0,22.046703296703285
213,165.4,165.65,0.15114873035066978,164.2,167.05,-0.7255139056832061,0.9975816203144028
214,168.3,167.2,-0.6535947712418388,167.2,168.3,-0.6535947712418388,0.0
215,168.4,163.9,-2.6722090261282694,163.9,170.85,-2.6722090261282694,1.4548693586698302
216,162.5,160.85,-1.015384615384618,160.85,162.5,-1.015384615384618,0.0
217,162.95,187.95,15.342129487572876,161.9,192.85,-0.6443694384780541,18.349186867137156
218,190.9,223.2,16.919853326348864,190.25,230.3,-0.34049240440021666,20.63907805133578
219,227.7,263.0,15.50285463328942,227.7,288.8,0.0,26.83355292050946
220,261.2,264.2,1.1485451761102494,256.4,271.6,-1.8376722817764257,3.9816232771822557
221,274.0,262.35,-4.251824817518235,262.35,287.25,-4.251824817518235,4.835766423357657
222,265.9,263.1,-1.0530274539300333,263.1,266.55,-1.0530274539300333,0.24445280180520612
223,262.65,259.9,-1.0470207500475892,256.4,277.7,-2.37959261374453,5.730059013896827
224,235.8,229.75,-2.5657336726039093,229.75,236.6,-2.5657336726039093,0.3392705682782049
225,224.7,229.5,2.1361815754339153,223.55,233.65,-0.5117935024476994,3.9830885625278256
226,231.15,224.25,-2.985074626865669,224.25,232.0,-2.985074626865669,0.36772658446895257
227,227.0,230.25,1.4317180616740144,226.7,234.25,-0.1321585903083733,3.19383259911894
228,231.65,225.5,-2.6548672566371723,225.5,250.0,-2.6548672566371723,7.921433196632854
229,215.95,212.6,-1.5512850196804817,212.6,215.95,-1.5512850196804817,0.0
230,133.75,124.5,-6.9158878504672945,124.5,133.75,-6.9158878504672945,0.0
231,113.05,150.0,32.68465280849182,111.9,150.0,-1.017249004865095,32.68465280849182
232,131.9,134.2,1.74374526156178,129.55,137.4,-1.7816527672479099,4.169825625473833
233,142.1,137.9,-2.9556650246305383,137.9,142.1,-2.9556650246305383,0.0
234,139.95,135.95,-2.858163629867805,135.95,139.95,-2.858163629867805,0.0
235,137.0,137.7,0.5109489051094762,136.4,140.8,-0.4379562043795526,2.7737226277372296
236,137.1,131.15,-4.339897884755651,131.15,137.2,-4.339897884755651,0.07293946024800047
237,129.7,175.0,34.92675404780263,129.25,175.0,-0.3469545104086258,34.92675404780263
238,160.55,161.35,0.4982871379632492,159.9,165.5,-0.4048582995951455,3.08315166614761
239,153.45,152.65,-0.5213424568263125,151.45,153.55,-1.3033561420658146,0.06516780710330572
240,158.8,156.7,-1.3224181360201648,156.7,158.95,-1.3224181360201648,0.09445843828714828
241,160.9,159.4,-0.9322560596643825,159.4,161.75,-0.9322560596643825,0.5282784338098256
242,160.3,155.85,-2.776044915782916,155.85,161.2,-2.776044915782916,0.5614472863381126
243,151.7,167.5,10.415293342122611,151.7,188.95,0.0,24.555042847725783
244,171.85,172.3,0.2618562700029248,170.55,172.3,-0.756473668897284,0.2618562700029248
245,175.3,196.35,12.007986309184249,175.25,199.55,-0.028522532800923095,13.83342840844266
246,198.35,212.15,6.957398537937998,198.35,226.55,0.0,14.217292664481995
247,217.95,211.95,-2.7529249827942137,211.95,218.55,-2.7529249827942137,0.2752924982794225
248,209.25,206.65,-1.2425328554360737,206.65,209.25,-1.2425328554360737,0.0
249,210.65,206.95,-1.7564680750059458,206.95,210.65,-1.7564680750059458,0.0
250,207.6,198.7,-4.2870905587668595,198.7,211.0,-4.2870905587668595,1.6377649325626242
251,193.6,187.8,-2.9958677685950286,187.8,193.6,-2.9958677685950286,0.0
252,192.1,189.65,-1.2753774076001978,189.65,192.1,-1.2753774076001978,0.0
253,189.9,200.3,5.476566614007372,188.45,205.25,-0.7635597682991158,8.083201685097418
254,203.2,201.1,-1.033464566929132,201.1,203.2,-1.033464566929132,0.0
255,201.2,210.15,4.448310139165024,201.2,217.1,0.0,7.902584493041753
256,203.55,201.9,-0.810611643330883,201.9,203.7,-0.810611643330883,0.07369196757551766
257,204.75,206.75,0.9768009768009733,204.75,209.15,0.0,2.1489621489621413
258,210.95,208.35,-1.2325195543967715,208.35,210.95,-1.2325195543967715,0.0
259,206.55,199.55,-3.389009924957642,199.55,210.75,-3.389009924957642,2.0334059549745875
260,204.0,206.15,1.0539215686274472,203.1,207.7,-0.4411764705882337,1.813725490196072
261,208.6,243.45,16.706615532118896,205.25,253.05,-1.6059443911792926,21.308724832214775
262,243.35,242.2,-0.47257037189233353,239.2,246.85,-1.7053626463940819,1.438257653585362
263,242.85,240.8,-0.8441424747786641,240.8,250.2,-0.8441424747786641,3.0265596046942456
264,234.55,231.25,-1.4069494777233071,229.4,234.55,-2.195693881901517,0.0
265,239.05,236.55,-1.0458063166701503,236.55,239.05,-1.0458063166701503,0.0
266,235.0,231.3,-1.574468085106373,231.3,236.55,-1.574468085106373,0.6595744680851112
267,231.0,230.0,-0.43290043290042934,230.0,233.15,-0.43290043290042934,0.9307359307359375
268,232.45,232.65,0.08604000860401584,232.35,235.95,-0.04302000430199682,1.5057001505700107
269,234.65,232.4,-0.9588749200937552,229.35,235.55,-2.258683145109741,0.38354996803751096
270,231.9,229.5,-1.0349288486416586,229.5,231.9,-1.0349288486416586,0.0
271,229.55,229.95,0.17425397516879215,229.05,231.1,-0.2178174689610124,0.6752341537791251
272,233.15,231.6,-0.6648080634784503,231.6,248.35,-0.6648080634784503,6.519408106369284
273,234.35,230.2,-1.7708555579261764,229.25,235.3,-2.176232131427347,0.4053765735011705
274,226.4,224.2,-0.9717314487632578,224.2,227.7,-0.9717314487632578,0.5742049469964483
275,227.6,227.0,-0.2636203866432263,224.2,233.0,-1.493848857644997,2.3725834797891032
276,230.25,228.25,-0.8686210640608039,228.25,230.25,-0.8686210640608039,0.0
277,226.8,239.25,5.489417989417977,224.35,248.8,-1.0802469135802517,9.700176366843039
278,241.35,240.35,-0.41433602651750334,240.35,241.35,-0.41433602651750334,0.0
279,242.95,240.4,-1.0495986828565451,237.55,245.15,-2.222679563696228,0.9055361185429156
280,234.4,311.95,33.08447098976109,233.65,311.95,-0.3199658703071706,33.08447098976109
281,318.05,374.2,17.654456846407783,317.75,410.1,-0.09432479169941832,28.941990253104866
282,380.0,377.85,-0.5657894736842084,377.85,380.0,-0.5657894736842084,0.0
283,388.15,388.4,0.06440808965606504,388.15,393.2,0.0,1.3010434110524383
284,397.65,394.85,-0.7041368037218554,394.85,401.2,-0.7041368037218554,0.8927448761473666
285,390.1,380.3,-2.512176365034613,380.3,398.9,-2.512176365034613,2.255831837990252
286,390.75,390.55,-0.051183621241202015,390.55,395.5,-0.051183621241202015,1.2156110044785562
287,392.6,414.45,5.565461029037189,391.45,442.6,-0.2929190015282801,12.735608762098828
288,420.1,431.45,2.7017376815043903,420.1,435.3,0.0,3.6181861461556775
289,443.65,435.55,-1.8257635523498128,435.55,444.45,-1.8257635523498128,0.18032232615801114
290,429.8,414.75,-3.5016286644951156,414.75,431.5,-3.5016286644951156,0.39553280595625573
291,417.2,415.0,-0.5273250239693161,414.25,418.25,-0.707094918504314,0.251677852348986
292,395.6,392.0,-0.9100101112234582,392.0,395.6,-0.9100101112234582,0.0
293,396.5,385.45,-2.786885245901638,385.45,410.15,-2.786885245901638,3.4426229508196737
294,395.1,384.8,-2.6069349531764097,384.8,395.1,-2.6069349531764097,0.0
295,391.5,434.0,10.85568326947637,387.95,485.25,-0.906768837803329,23.946360153256705
296,445.85,431.45,-3.2297858023999204,431.45,445.85,-3.2297858023999204,0.0
297,357.95,347.3,-2.975275876519057,347.3,357.95,-2.975275876519057,0.0
298,347.25,336.95,-2.966162706983444,336.95,350.1,-2.966162706983444,0.8207343412527157
299,348.8,351.15,0.6737385321100797,345.95,358.75,-0.8170871559633142,2.852637614678888
300,357.8,358.55,0.2096143096702141,357.4,389.65,-0.11179429849078604,8.901621017328099
301,361.9,374.75,3.5507046145344168,358.5,383.5,-0.9394860458690202,5.968499585520859
302,364.15,363.25,-0.2471508993546534,356.35,368.5,-2.1419744610737257,1.1945626802142062
303,371.1,368.05,-0.8218808946375722,368.05,371.1,-0.8218808946375722,0.0
304,379.05,377.0,-0.5408257485819856,377.0,383.8,-0.5408257485819856,1.2531328320801949
305,377.95,384.25,1.666887154385499,377.0,394.35,-0.2513559994708259,4.339198306654324
306,333.3,345.05,3.525352535253523,333.3,351.3,0.0,5.400540054005409
307,340.65,355.95,4.491413474240424,340.65,365.45,0.0,7.280199618376626
308,360.8,349.95,-3.007206208425728,349.95,369.35,-3.007206208425728,2.369733924611972
309,352.2,342.75,-2.683134582623503,342.75,353.15,-2.683134582623503,0.2697331061896513
310,351.1,348.45,-0.7547707205924348,348.45,351.1,-0.7547707205924348,0.0
311,346.45,337.2,-2.6699379419829694,337.2,355.0,-2.6699379419829694,2.4678885842112974
312,344.6,377.05,9.416715031921076,344.15,394.35,-0.13058618688335244,14.437028438769595
313,374.25,413.15,10.394121576486292,367.95,420.0,-1.68336673346694,12.224448897795593
314,417.55,407.0,-2.5266435157466183,407.0,417.55,-2.5266435157466183,0.0
