,timestamp,symbol,open,high,low,close,trades,volume,vwap,lastSize,turnover,homeNotional,foreignNotional,value,rate,number,buy,sell
60,2017-07-31 00:00:00+00:00,XBTUSD,2692.5,2747.0,2556.2,2730.4,77732,86265869,2662.974,120,3239478199256,32394.781992560067,86265869.0,2617.9507566081334,0.16875,14.0,,
61,2017-08-01 00:00:00+00:00,XBTUSD,2730.4,2891.0,2684.7,2851.1,76630,101346941,2788.4669,263,3634558758860,36345.58758859999,101346941.0,2649.0373223937154,0.16875,14.0,,
62,2017-08-02 00:00:00+00:00,XBTUSD,2851.1,2913.1,2601.2,2730.1,143602,173819218,2724.1276,308,6380844727846,63808.44727846016,173819218.0,2659.8456794078866,0.16875,14.0,1.0,
63,2017-08-03 00:00:00+00:00,XBTUSD,2730.1,2766.6,2633.7,2706.9,62339,81464944,2704.2375,2000,3012518162414,30125.18162414006,81464944.0,2666.1195888201682,0.16875,14.0,,
64,2017-08-04 00:00:00+00:00,XBTUSD,2706.9,2805.8,2699.3,2787.7,38053,51230643,2751.3344,1,1862038819556,18620.38819556001,51230643.0,2682.3303103108124,0.16875,14.0,,
65,2017-08-05 00:00:00+00:00,XBTUSD,2787.7,2875.1,2760.6,2854.9,60935,73184795,2830.3756,364,2585754559058,25857.54559057992,73184795.0,2705.3396022693705,0.16875,14.0,,
66,2017-08-06 00:00:00+00:00,XBTUSD,2854.9,3341.6,2848.2,3257.8,204036,249140638,3167.2632,6556,7866228614595,78662.2861459498,249140638.0,2779.0009886334547,0.16875,14.0,,
67,2017-08-07 00:00:00+00:00,XBTUSD,3257.8,3305.0,3142.8,3221.8,109325,134273847,3229.3483,80,4158023920147,41580.23920146993,134273847.0,2838.040856815661,0.16875,14.0,,
68,2017-08-08 00:00:00+00:00,XBTUSD,3221.8,3442.0,3180.7,3395.0,107448,135545546,3332.8889,3871,4066968261241,40669.68261240964,135545546.0,2912.302075906906,0.16875,14.0,,
69,2017-08-09 00:00:00+00:00,XBTUSD,3395.0,3486.7,3328.0,3422.1,125989,180632515,3418.336,256,5284347862794,52843.47862793993,180632515.0,2980.2751324526516,0.16875,14.0,,
70,2017-08-10 00:00:00+00:00,XBTUSD,3422.1,3430.2,3220.0,3341.2,102353,159826371,3323.3632,1790,4809187210815,48091.87210815008,159826371.0,3028.3984481256316,0.16875,14.0,,
71,2017-08-11 00:00:00+00:00,XBTUSD,3341.2,3443.9,3307.5,3412.2,66315,89052947,3397.2007,80,2621403577010,26214.03577010001,89052947.0,3079.5719883755473,0.16875,14.0,,
72,2017-08-12 00:00:00+00:00,XBTUSD,3412.2,3718.6,3393.4,3651.8,105505,145203168,3542.4563,806,4099030732236,40990.30732236006,145203168.0,3155.869056592141,0.16875,14.0,,
73,2017-08-13 00:00:00+00:00,XBTUSD,3651.8,3987.6,3603.7,3874.4,182391,264461491,3804.596,14,6951133400089,69511.33400088992,264461491.0,3251.6731823798555,0.16875,14.0,,
74,2017-08-14 00:00:00+00:00,XBTUSD,3874.4,4215.1,3842.0,4077.9,237696,375155723,4035.5125,7,9296592430942,92965.92430942022,375155723.0,3361.8367580625413,0.16875,14.0,,
75,2017-08-15 00:00:00+00:00,XBTUSD,4077.9,4353.0,3960.3,4328.5,184249,269279921,4203.2701,315,6406629129948,64066.291299480086,269279921.0,3490.725190320869,0.16875,14.0,,
76,2017-08-16 00:00:00+00:00,XBTUSD,4328.5,4440.0,3834.6,4158.1,251820,430371309,4130.0128,1,10420913610092,104209.13610091998,430371309.0,3579.7084982780866,0.16875,14.0,,
77,2017-08-17 00:00:00+00:00,XBTUSD,4158.1,4415.0,3917.0,4402.3,158980,274394106,4176.4116,399,6570254119750,65702.54119750016,274394106.0,3689.3873651743415,0.16875,14.0,,
78,2017-08-18 00:00:00+00:00,XBTUSD,4402.3,4498.0,4170.0,4278.3,174852,316217204,4339.9011,1095,7286513007738,72865.13007738015,316217204.0,3767.9090498177625,0.16875,14.0,,
79,2017-08-19 00:00:00+00:00,XBTUSD,4278.3,4368.3,3941.9,4101.1,150739,254893872,4173.2744,1000,6107868647220,61078.6864722001,254893872.0,3812.334509842061,0.16875,14.0,,
80,2017-08-20 00:00:00+00:00,XBTUSD,4101.1,4183.0,3933.0,4131.1,135007,195584503,4064.0494,9355,4812712141838,48127.121418379895,195584503.0,3854.836575196453,0.16875,14.0,,
81,2017-08-21 00:00:00+00:00,XBTUSD,4131.1,4164.0,4014.5,4049.4,99716,134919363,4087.8061,799,3300549083101,33005.49083101002,134919363.0,3880.7783651702593,0.16875,14.0,,
82,2017-08-22 00:00:00+00:00,XBTUSD,4049.4,4087.4,3951.0,3998.1,86964,120132287,4020.5854,10,2988005127327,29880.05127326996,120132287.0,3896.4212498142247,0.16875,14.0,,
83,2017-08-23 00:00:00+00:00,XBTUSD,3998.1,4187.3,3550.0,4101.6,190719,278792647,3878.3742,500,7188579148260,71885.79148259996,278792647.0,3923.7784165056614,0.16875,14.0,,
84,2017-08-24 00:00:00+00:00,XBTUSD,4101.6,4259.9,4050.0,4138.0,109111,157594985,4157.1399,30,3790959471611,37909.59471611001,157594985.0,3952.3412943049066,0.16875,14.0,,
85,2017-08-25 00:00:00+00:00,XBTUSD,4138.0,4368.0,4085.8,4318.6,81125,119190593,4207.6917,2184,2832735014666,28327.35014665991,119190593.0,4001.1757883975856,0.16875,14.0,,
86,2017-08-26 00:00:00+00:00,XBTUSD,4318.6,4472.6,4256.0,4357.4,99834,147356392,4363.0017,3,3377543145017,33775.431450169955,147356392.0,4048.6723499445743,0.16875,14.0,,
87,2017-08-27 00:00:00+00:00,XBTUSD,4357.4,4371.3,4234.1,4334.9,58962,96825214,4304.9636,22,2249186121795,22491.861217950016,96825214.0,4086.836036618631,0.16875,14.0,,
88,2017-08-28 00:00:00+00:00,XBTUSD,4334.9,4414.0,4300.4,4341.9,44607,71225308,4350.4742,10,1637228356609,16372.28356609001,71225308.0,4120.84456506948,0.16875,14.0,,
89,2017-08-29 00:00:00+00:00,XBTUSD,4341.9,4413.3,4169.0,4390.8,84932,123025429,4291.1088,100,2867088166537,28670.881665370045,123025429.0,4156.838623060216,0.16875,14.0,,
90,2017-08-30 00:00:00+00:00,XBTUSD,4390.8,4709.9,4333.5,4591.8,111409,175035270,4529.1906,799,3864686688743,38646.86688743013,175035270.0,4214.833473318854,0.16875,14.0,,
91,2017-08-31 00:00:00+00:00,XBTUSD,4591.8,4666.5,4473.8,4569.2,80738,116996988,4572.2646,29,2558876228819,25588.762288190024,116996988.0,4262.082343543007,0.16875,14.0,,
92,2017-09-01 00:00:00+00:00,XBTUSD,4569.2,4769.0,4569.1,4723.9,89063,140130707,4685.3769,3000,2990909668536,29909.096685359968,140130707.0,4323.658031070606,0.16875,14.0,,
93,2017-09-02 00:00:00+00:00,XBTUSD,4723.9,4944.5,4678.0,4944.5,96204,183655347,4815.332,4895,3814001623531,38140.01623530987,183655347.0,4406.436960261191,0.16875,14.0,,
94,2017-09-03 00:00:00+00:00,XBTUSD,4944.5,5013.3,4487.3,4633.1,226625,407688486,4691.7519,3817,8689533118450,86895.33118450004,407688486.0,4436.658698893033,0.16875,14.0,,
95,2017-09-04 00:00:00+00:00,XBTUSD,4633.1,4742.2,4412.1,4624.2,148679,223677242,4585.8938,10,4877679198172,48776.79198171997,223677242.0,4461.664205707295,0.16875,14.0,,
96,2017-09-05 00:00:00+00:00,XBTUSD,4624.2,4630.0,4161.4,4339.9,220523,388478483,4362.2404,484,8905844921788,89058.44921787981,388478483.0,4445.428978279656,0.16875,14.0,,1.0
97,2017-09-06 00:00:00+00:00,XBTUSD,4339.9,4505.0,4061.3,4427.0,175468,307926743,4283.389,25,7189012992106,71890.12992105991,307926743.0,4442.971781175702,0.16875,14.0,,1.0
98,2017-09-07 00:00:00+00:00,XBTUSD,4427.0,4662.9,4410.7,4608.2,113832,184852439,4555.8087,50,4057631612392,40576.31612392015,184852439.0,4465.002210352275,0.16875,14.0,,
99,2017-09-08 00:00:00+00:00,XBTUSD,4608.2,4678.0,4476.1,4613.9,80277,152792191,4584.6323,130,3332709008582,33327.09008582006,152792191.0,4484.855248971971,0.16875,14.0,,
100,2017-09-09 00:00:00+00:00,XBTUSD,4613.9,4689.7,4116.0,4317.9,188406,417833219,4363.1921,4482,9576549077707,95765.4907770696,417833219.0,4462.5945491090415,0.16875,14.0,,1.0
101,2017-09-10 00:00:00+00:00,XBTUSD,4317.9,4416.1,4185.1,4325.8,117041,207889826,4301.8154,20,4832682209712,48326.82209712021,207889826.0,4444.3552758945025,0.16875,14.0,,1.0
102,2017-09-11 00:00:00+00:00,XBTUSD,4325.8,4344.0,4012.6,4239.5,136557,239857224,4188.1308,5000,5727072868686,57270.72868686004,239857224.0,4417.041239108569,0.16875,14.0,,1.0
103,2017-09-12 00:00:00+00:00,XBTUSD,4239.5,4380.0,4105.4,4207.0,108430,187757199,4219.4093,10,4449927734078,44499.277340779925,187757199.0,4389.03574056076,0.16875,14.0,,1.0
104,2017-09-13 00:00:00+00:00,XBTUSD,4207.0,4380.0,4055.0,4148.8,111309,223164080,4220.4778,956,5287764595871,52877.64595871,223164080.0,4357.004308485992,0.16875,14.0,,1.0
105,2017-09-14 00:00:00+00:00,XBTUSD,4148.8,4152.1,3722.9,3856.6,181983,383908452,3911.7509,5270,9814471283665,98144.7128366498,383908452.0,4290.283734021193,0.16875,14.0,,1.0
106,2017-09-15 00:00:00+00:00,XBTUSD,3856.6,3920.7,3200.1,3222.9,281704,590184470,3516.5453,2000,16783400044855,167834.0004485505,590184470.0,4147.965902818367,0.16875,14.0,,1.0
107,2017-09-16 00:00:00+00:00,XBTUSD,3222.9,3841.1,2939.7,3706.1,344516,792609515,3357.6201,3,23607028265157,236070.28265157083,792609515.0,4089.050449109251,0.16875,14.0,,1.0
108,2017-09-17 00:00:00+00:00,XBTUSD,3706.1,3900.0,3531.7,3697.0,170864,325600157,3705.2132,1791,8787776279685,87877.76279684981,325600157.0,4036.777055894684,0.16875,14.0,,1.0
109,2017-09-18 00:00:00+00:00,XBTUSD,3697.0,3810.0,3470.8,3687.1,138377,238266454,3654.3029,413,6520212032716,65202.12032715992,238266454.0,3990.1534484420595,0.16875,14.0,,1.0
110,2017-09-19 00:00:00+00:00,XBTUSD,3687.1,4149.0,3687.0,4110.2,171162,328976767,3971.4059,1100,8283909726828,82839.09726828033,328976767.0,4006.1596553164513,0.16875,14.0,,
111,2017-09-20 00:00:00+00:00,XBTUSD,4110.2,4130.0,3838.4,3883.8,165841,352115516,3956.7918,1132,8899342394327,88993.4239432696,352115516.0,3989.845034607591,0.16875,14.0,,1.0
112,2017-09-21 00:00:00+00:00,XBTUSD,3883.8,4060.0,3825.0,3867.1,129744,263081252,3942.1295,4432,6673700405330,66737.00405329994,263081252.0,3973.4790299932456,0.16875,14.0,,1.0
113,2017-09-22 00:00:00+00:00,XBTUSD,3867.1,3903.5,3571.4,3611.0,182789,370202112,3732.0396,2400,9919784592259,99197.8459225903,370202112.0,3925.1484926608127,0.16875,14.0,,1.0
114,2017-09-23 00:00:00+00:00,XBTUSD,3611.0,3765.0,3515.0,3603.5,156859,330019159,3614.153,1000,9131576576756,91315.76576756,330019159.0,3882.2620269727045,0.16875,14.0,,1.0
115,2017-09-24 00:00:00+00:00,XBTUSD,3603.5,3826.5,3560.0,3778.9,115252,221180063,3726.4766,2000,5935575750007,59355.75750006988,221180063.0,3868.480423376344,0.16875,14.0,,1.0
116,2017-09-25 00:00:00+00:00,XBTUSD,3778.9,3781.9,3595.5,3660.4,108068,187902872,3682.0207,3,5103340322655,51033.40322655,187902872.0,3840.736366926165,0.16875,14.0,,1.0
117,2017-09-26 00:00:00+00:00,XBTUSD,3660.4,3980.0,3656.0,3925.5,133938,271819358,3853.4161,100,7054186616185,70541.8661618497,271819358.0,3852.038184669343,0.16875,14.0,,
118,2017-09-27 00:00:00+00:00,XBTUSD,3925.5,3981.3,3850.0,3874.0,122615,225261474,3915.2735,6191,5753445196632,57534.45196631993,225261474.0,3854.966426713431,0.16875,14.0,,
119,2017-09-28 00:00:00+00:00,XBTUSD,3874.0,4220.0,3866.5,4202.5,153862,308069192,4076.1423,27681,7558039392515,75580.39392515004,308069192.0,3901.3042364849734,0.16875,14.0,,
120,2017-09-29 00:00:00+00:00,XBTUSD,4202.5,4276.7,4125.0,4187.9,153934,310866631,4190.4123,1011,7418792194042,74187.92194041992,310866631.0,3939.5170049536437,0.16875,14.0,,
121,2017-09-30 00:00:00+00:00,XBTUSD,4187.9,4240.0,4031.1,4164.8,171952,394154232,4140.7867,10000,9519157359925,95191.57359924976,394154232.0,3969.5547376264913,0.16875,14.0,,
122,2017-10-01 00:00:00+00:00,XBTUSD,4164.8,4355.7,4155.0,4327.3,124625,281256398,4280.8219,1,6570170817044,65701.70817044027,281256398.0,4017.254105942959,0.16875,14.0,,
123,2017-10-02 00:00:00+00:00,XBTUSD,4327.3,4384.1,4251.1,4382.8,112866,260400287,4304.2224,4,6050097880650,60500.97880649999,260400287.0,4065.9935584838977,0.16875,14.0,,
124,2017-10-03 00:00:00+00:00,XBTUSD,4382.8,4458.8,4355.5,4388.0,134363,322064731,4404.5102,3,7312307468171,73123.07468170988,322064731.0,4108.927750686044,0.16875,14.0,,
125,2017-10-04 00:00:00+00:00,XBTUSD,4388.0,4435.0,4224.1,4318.3,141266,349047436,4301.0753,12,8115565990068,81155.65990068011,349047436.0,4136.844050594572,0.16875,14.0,,
126,2017-10-05 00:00:00+00:00,XBTUSD,4318.3,4339.0,4162.0,4213.3,100175,251445083,4239.4438,1,5931184641239,59311.84641239014,251445083.0,4147.038177181962,0.16875,14.0,,
127,2017-10-06 00:00:00+00:00,XBTUSD,4213.3,4377.5,4134.8,4311.4,124725,319137500,4260.5769,3000,7490521499056,74905.21499056018,319137500.0,4168.953086891033,0.16875,14.0,,
128,2017-10-07 00:00:00+00:00,XBTUSD,4311.4,4430.0,4291.7,4372.1,102006,252070113,4367.0029,2700,5772318300673,57723.18300673013,252070113.0,4196.039341972229,0.16875,14.0,,
129,2017-10-08 00:00:00+00:00,XBTUSD,4372.1,4484.0,4307.0,4445.3,74697,175049890,4376.7507,12,3999643180032,39996.43180032008,175049890.0,4229.274096375932,0.16875,14.0,,
130,2017-10-09 00:00:00+00:00,XBTUSD,4445.3,4619.6,4429.5,4591.0,121526,297011953,4524.6821,47,6564282814563,65642.82814562997,297011953.0,4277.504216859141,0.16875,14.0,,
131,2017-10-10 00:00:00+00:00,XBTUSD,4591.0,4914.5,4546.4,4798.8,186760,576352442,4712.9795,500,12229184490920,122291.84490920072,576352442.0,4347.010321277922,0.16875,14.0,,
132,2017-10-11 00:00:00+00:00,XBTUSD,4798.8,4943.7,4698.6,4771.7,204440,525518662,4826.4878,4000,10888744527132,108887.44527132036,525518662.0,4403.635611774199,0.16875,14.0,,
133,2017-10-12 00:00:00+00:00,XBTUSD,4771.7,4887.0,4706.0,4822.0,142663,368758715,4796.6232,1819,7687964409261,76879.6440926099,368758715.0,4459.417530204306,0.16875,14.0,,
134,2017-10-13 00:00:00+00:00,XBTUSD,4822.0,5467.5,4800.6,5463.6,253993,883212184,5201.2899,50762,16981012574678,169810.1257467786,883212184.0,4593.308526177065,0.16875,14.0,,
135,2017-10-14 00:00:00+00:00,XBTUSD,5463.6,5980.0,5394.9,5667.3,342146,1336720748,5668.2916,1,23583386559497,235833.86559497143,1336720748.0,4736.507389353456,0.16875,14.0,,
136,2017-10-15 00:00:00+00:00,XBTUSD,5667.3,5890.0,5588.7,5872.1,178045,590927424,5730.3306,50,10312785918403,103127.85918403018,590927424.0,4887.919737439663,0.16875,14.0,,
